k,laggard_gpu,lateness_ms,laggard_gpu_idle_since_prev_release_ms,laggard_interval_ms,sum_wait_all_gpus_ms,laggard_nvtx
887,1,0.037,0.003,3.434,0.343,backward|recompute
888,1,0.002,0.007,0.367,0.082,backward|recompute
889,1,0.526,0.003,3.702,3.621,backward|recompute
890,3,4.074,0.081,27.96,36.914,backward|recompute
891,3,0.035,0.003,3.616,0.322,backward|recompute
892,5,0.028,9.43,125.814,0.277,backward|recompute|layer|moe|hybridep_dispatch
893,1,0.747,0.004,4.396,4.236,backward|recompute|layer|moe|moe_experts
894,0,13.028,0.171,32.51,94.13,backward|recompute
895,2,0.056,0.005,3.678,0.749,backward|recompute
896,1,0.007,0.009,0.37,0.108,backward|recompute
897,1,0.728,0.003,4.108,4.417,backward|recompute
898,0,15.429,0.086,37.249,112.834,backward|recompute
899,2,0.129,0.004,4.005,1.312,backward|recompute
